CIMIS Station Number,Date of Image,"Description of Turf (good, poor, bad)",Area of green lawn immediately around station (m2),Maximum amount of green lawn (m2),Notes,"Use 360 Meter Polygon = 45 m around point of interest.360 is 8,100meters^2",,,,,,Total area of lawn surrounding station (m2)
189,07/2016,bad,0,6216,,,,,,,,
189,08/2020,bad,0,6216,,,,,,,,
183,06/2004,bad,0,8100,loos like there is no grass only rock formation?,,,,,,,
183,12/2004,bad,0,8100,,,,,,,,
183,01/2005,bad,0,8100,,,,,,,,
183,02/2005,bad,0,8100,,,,,,,,
183,03/2005,bad,0,8100,,,,,,,,
183,12/2005,bad,0,8100,,,,,,,,
183,06/2009,bad,0,8100,,,,,,,,
183,10/2010,bad,0,8100,,,,,,,,
183,08/2011,bad,0,8100,,,,,,,,
183,08/2013,bad,0,8100,,,,,,,,
183,07/2016,bad,0,8100,,,,,,,,
183,08/2020,bad,0,8100,,,,,,,,
183,10/2022,bad,0,8100,,,,,,,,
35,12/2005,good,7362.63,7437,,,,,,,,
35,08/2006,NA,NA,7437,,,,,,,,
35,06/2009,good,7139.52,7437,,,,,,,,
35,07/2011,good,6916.41,7437,,,,,,,,
35,06/2013,bad,3718.5,7437,,,,,,,,
35,09/2013,good,6767.67,7437,,,,,,,,
35,06/2016,good,7065.15,7437,,,,,,,,
35,09/2019,good,7437,7437,,,,,,,,
35,05/2023,good,7362.63,7437,,,,,,,,
52,07/2003,good,5071,5071,,,,,,,,
52,07/2004,NA,NA,5071,,,,,,,,
52,08/2005,good,5071,5071,,,,,,,,
52,12/2005,good,4918.87,5071,,,,,,,,
52,08/2006,NA,NA,5071,,,,,,,,
52,07/2007,poor,4006.09,5071,,,,,,,,
52,06/2009,NA,NA,5071,,,,,,,,
52,09/2010,NA,NA,5071,,,,,,,,
52,09/2011,good,4766.74,5071,,,,,,,,
52,07/2012,good,4969.58,5071,,,,,,,,
52,04/2013,good,4918.87,5071,,,,,,,,
52,08/2013,good,4868.16,5071,,,,,,,,
52,04/2015,good,4817.45,5071,,,,,,,,
52,09/2016,good,4563.9,5071,,,,,,,,
52,06/2017,good,4868.16,5071,,,,,,,,
52,09/2018,good,4563.9,5071,,,,,,,,
52,05/2020,NA,NA,5071,,,,,,,,
52,06/2020,NA,NA,5071,,,,,,,,
52,02/2021,bad,3296.15,5071,,,,,,,,
52,04/2023,good,4868.16,5071,,,,,,,,
160,07/2003,NA,NA,8100,,,,,,,,
160,07/2004,NA,NA,8100,two images ,,,,,,,
160,08/2005,bad,4050,8100,,,,,,,,
160,12/2005,bad,4050,8100,,,,,,,,
160,08/2006,NA,NA,8100,,,,,,,,
160,06/2009,bad,3402,8100,,,,,,,,
160,09/2010,bad,4050,8100,,,,,,,,
160,09/2011,bad,4050,8100,,,,,,,,
160,04/2013,good,7290,8100,,,,,,,,
160,08/2013,bad,3078,8100,,,,,,,,
160,04/2015,bad,3402,8100,,,,,,,,
160,09/2016,bad,567,8100,,,,,,,,
160,06/2017,bad,648,8100,,,,,,,,
160,09/2018,bad,729,8100,,,,,,,,
160,06/2020,bad,486,8100,,,,,,,,
160,02/2021,poor,6480,8100,,,,,,,,
160,04/2023,poor,6885,8100,,,,,,,,
163,07/2003,NA,NA,8100,,,,,,,,
163,02/2004,NA,NA,8100,,,,,,,,
163,07/2004,NA,NA,8100,,,,,,,,
163,12/2005,bad,5427,8100,,,,,,,,
163,08/2006,good,7695,8100,,,,,,,,
163,07/2007,bad,4293,8100,,,,,,,,
163,06/2009,bad,4293,8100,,,,,,,,
163,09/2010,bad,4050,8100,,,,,,,,
163,07/2011,bad,4617,8100,,,,,,,,
163,09/2011,bad,4698,8100,,,,,,,,
163,08/2013,bad,4455,8100,,,,,,,,
163,04/2015,poor,6318,8100,,,,,,,,
163,06/2017,bad,5090,8100,,,,,,,,
163,09/2018,bad,4455,8100,,,,,,,,
163,05/2020,NA,NA,8100,,,,,,,,
163,02/2021,bad,3645,8100,,,,,,,,
163,04/2023,good,7857,8100,,,,,,,,
266,07/2003,NA,NA,8100,,,,,,,,
266,07/2004,NA,NA,8100,,,,,,,,
266,08/2005,bad,0,8100,,,,,,,,
266,12/2005,bad,0,8100,,,,,,,,
266,08/2006,bad,0,8100,,,,,,,,
266,06/2009,good,7938,8100,,,,,,,,
266,10/2009,NA,NA,8100,plastic on plants ,,,,,,,
266,09/2010,good,8100,8100,,,,,,,,
266,05/2011,good,8100,8100,,,,,,,,
266,08/2012,bad,0,8100,plastic on plants ,,,,,,,
266,04/2013,bad,0,8100,plant sationed,,,,,,,
266,05/2015,good,6480,8100,plant lines ,,,,,,,
266,02/2017,NA,NA,8100,,,,,,,,
266,05/2017,good,6885,8100,,,,,,,,
266,07/2018,good,6966,8100,,,,,,,,
266,12/2019,NA,NA,8100,,,,,,,,
266,04/2021,bad,0,8100,,,,,,,,
265,07/2003,NA,NA,8100,,,,,,,,
265,03/2004,bad,0,8100,,,,,,,,
265,07/2004,bad,0,8100,,,,,,,,
265,08/2005,NA,NA,8100,black not green ,,,,,,,
265,12/2005,NA,NA,8100,black not green ,,,,,,,
265,08/2006,bad,0,8100,,,,,,,,
265,07/2007,bad,2430,8100,,,,,,,,
265,06/2009,bad,3240,8100,,,,,,,,
265,10/2009,good,7290,8100,,,,,,,,
265,09/2010,NA,NA,8100,,,,,,,,
265,06/2011,bad,0,8100,,,,,,,,
265,09/2011,good,7290,8100,lines of plants,,,,,,,
265,08/2012,good,7452,8100,,,,,,,,
265,08/2013,bad,4050,8100,,,,,,,,
265,04/2015,bad,4050,8100,,,,,,,,
265,06/2017,bad,3240,8100,,,,,,,,
265,09/2018,bad,3888,8100,,,,,,,,
265,05/2020,bad,0,8100,,,,,,,,
265,02/2021,bad,0,8100,,,,,,,,
265,06/2021,bad,0,8100,,,,,,,,
265,04/2023,bad,4050,8100,,,,,,,,
113,07/2004,good,7776,8100,,,,,,,,
113,08/2004,poor,6885,8100,,,,,,,,
113,12/2005,good,7695,8100,,,,,,,,
113,08/2006,NA,NA,8100,,,,,,,,
113,10/2007,good,7857,8100,small box around station is poor,,,,,,,
113,06/2009,poor,6480,8100,,,,,,,,
113,09/2011,poor,6399,8100,small box green is good,,,,,,,
113,08/2013,bad,1620,8100,small box green is bad,,,,,,,
113,04/2015,bad,729,8100,small box green is bad,,,,,,,
113,06/2017,bad,810,8100,small box green is bad,,,,,,,
113,09/2018,poor,6156,8100,small box green is bad,,,,,,,
113,02/2021,poor,6399,8100,small box green is good,,,,,,,
114,07/2004,NA,NA,5379,,,,,,,,
114,08/2004,good,5379,5379,,,,,,,,
114,12/2005,poor,3765.3,5379,,,,,,,,
114,08/2006,NA,NA,5379,,,,,,,,
114,10/2007,good,5271.42,5379,,,,,,,,
114,05/2008,NA,NA,5379,,,,,,,,
114,06/2009,poor,4034.25,5379,,,,,,,,
114,09/2009,poor,4249.41,5379,,,,,,,,
114,09/2011,poor,4249.41,5379,,,,,,,,
114,05/2012,good,4841.1,5379,,,,,,,,
114,08/2013,bad,2151.6,5379,,,,,,,,
114,04/2015,bad,1882.65,5379,,,,,,,,
114,10/2016,poor,4249.41,5379,small box green is good,,,,,,,
114,06/2017,bad,2151.6,5379,small box green is bad,,,,,,,
114,02/2018,good,5002.47,5379,small box green is good,,,,,,,
114,08/2018,bad,3119.82,5379,small box green is good,,,,,,,
114,09/2018,poor,4195.62,5379,,,,,,,,
114,02/2021,good,4841.1,5379,,,,,,,,
114,06/2022,poor,4195.62,5379,,,,,,,,
114,05/2023,NA,NA,5379,bad image quality,,,,,,,
114,06/2023,NA,NA,5379,bad image quality,,,,,,,
252,07/2003,NA,NA,5928,,,,,,,,
252,07/2004,bad,0,5928,,,,,,,,
252,07/2004,NA,NA,5928,,,,,,,,
252,08/2004,bad,0,5928,,,,,,,,
252,08/2005,bad,0,5928,,,,,,,,
252,12/2005,bad,0,5928,,,,,,,,
252,08/2006,NA,NA,5928,,,,,,,,
252,10/2007,good,5928,5928,,,,,,,,
252,05/2008,good,5928,5928,,,,,,,,
252,06/2009,bad,2964,5928,,,,,,,,
252,09/2009,bad,2964,5928,,,,,,,,
252,03/2010,good,5631.6,5928,,,,,,,,
252,05/2012,good,5868.72,5928,,,,,,,,
252,08/2013,good,5750.16,5928,,,,,,,,
252,04/2015,bad,0,5928,,,,,,,,
252,10/2016,bad,3260.4,5928,,,,,,,,
252,06/2017,good,5809.44,5928,,,,,,,,
252,02/2018,good,5809.44,5928,,,,,,,,
252,08/2018,bad,2964,5928,,,,,,,,
252,09/2018,bad,2904.72,5928,,,,,,,,
252,08/2020,NA,NA,5928,cloudy,,,,,,,
252,02/2021,bad,2667.6,5928,,,,,,,,
214,07/2004,bad,0,2947,,,,,,,,
214,08/2004,bad,0,2947,,,,,,,,
214,12/2005,bad,0,2947,,,,,,,,
214,06/2007,good,2947,2947,,,,,,,,
214,10/2007,bad,0,2947,,,,,,,,
214,06/2009,NA,NA,2947,image moved,,,,,,,
214,09/2009,good,2947,2947,black and white.Imaged moved ,,,,,,,
214,05/2012,bad,0,2947,,,,,,,,
214,08/2013,good,2799.65,2947,,,,,,,,
214,04/2015,good,2770.18,2947,,,,,,,,
214,07/2016,NA,NA,2947,black and white,,,,,,,
214,10/2016,good,2888.06,2947,,,,,,,,
214,06/2017,bad,0,2947,,,,,,,,
214,02/2018,good,2799.65,2947,,,,,,,,
214,08/2018,bad,294.7,2947,,,,,,,,
214,09/2018,poor,2298.66,2947,,,,,,,,
214,08/2019,bad,0,2947,,,,,,,,
214,05/2020,bad,0,2947,,,,,,,,
214,08/2020,good,2947,2947,,,,,,,,
214,02/2021,good,2829.12,2947,,,,,,,,
210,07/2004,NA,NA,4357,,,,,,,,
210,12/2005,NA,NA,4357,,,,,,,,
210,05/2006,NA,NA,4357,,,,,,,,
210,06/2007,bad,2352.78,4357,two images,,,,,,,
210,10/2007,bad,1742.8,4357,,,,,,,,
210,08/2008,NA,NA,4357,dark image,,,,,,,
210,03/2009,good,4357,4357,,,,,,,,
210,04/2009,poor,3834.16,4357,,,,,,,,
210,06/2009,poor,3834.16,4357,,,,,,,,
210,09/2009,poor,3485.6,4357,,,,,,,,
210,10/2009,NA,NA,4357,black and white,,,,,,,
210,07/2010,poor,3485.6,4357,,,,,,,,
210,02/2011,NA,NA,4357,balck and white,,,,,,,
210,08/2011,NA,NA,4357,balck and white,,,,,,,
210,11/2011,NA,NA,4357,,,,,,,,
210,12/2011,NA,NA,4357,,,,,,,,
210,05/2012,good,4226.29,4357,,,,,,,,
210,08/2012,bad,2832.05,4357,,,,,,,,
210,08/2013,bad,2919.19,4357,,,,,,,,
210,04/2015,good,4139.15,4357,,,,,,,,
210,04/2016,good,4269.86,4357,,,,,,,,
210,07/2016,NA,NA,4357,,,,,,,,
210,10/2016,bad,2396.35,4357,,,,,,,,
210,06/2017,bad,0,4357,,,,,,,,
210,08/2017,bad,0,4357,,,,,,,,
210,02/2018,bad,2614.2,4357,,,,,,,,
210,09/2018,bad,0,4357,,,,,,,,
210,11/2018,bad,0,4357,,,,,,,,
210,11/2019,bad,0,4357,,,,,,,,
210,07/2020,bad,0,4357,,,,,,,,
210,08/2020,NA,NA,4357,,,,,,,,
210,02/2021,poor,3703.45,4357,,,,,,,,
210,09/2022,bad,0,4357,,,,,,,,
56,04/2003,good,8106,8106,,,,,,,,
56,06/2004,good,8106,8106,,,,,,,,
56,07/2004,good,8106,8106,3 images,,,,,,,
56,06/2005,good,8106,8106,,,,,,,,
56,08/2005,good,6890.1,8106,poor quality image,,,,,,,
56,12/2005,good,6484.8,8106,poor quality image,,,,,,,
56,08/2006,good,6484.8,8106,pixalated. 2 images,,,,,,,
56,09/2006,good,8106,8106,,,,,,,,
56,06/2009,good,8106,8106,,,,,,,,
56,07/2010,good,8106,8106,,,,,,,,
56,09/2010,good,8106,8106,,,,,,,,
56,06/2011,good,8106,8106,,,,,,,,
56,08/2012,good,8106,8106,,,,,,,,
56,03/2013,good,8106,8106,,,,,,,,
56,04/2015,good,8106,8106,,,,,,,,
56,03/2017,bad,2431.8,8106,,,,,,,,
56,09/2017,good,6484.8,8106,,,,,,,,
56,04/2018,bad,3242.4,8106,,,,,,,,
56,09/2018,good,6484.8,8106,,,,,,,,
56,09/2020,good,8106,8106,,,,,,,,
56,05/2023,NA,NA,8106,dried out field? Clouds and B/w image,,,,,,,
161,7/2004,good,7696.9,8102,Road being used,,,,,,,
161,09/2004,good,7696.9,8102,Road being used,,,,,,,
161,08/2005,bad,0,8102,,,,,,,,
161,12/2005,bad,0,8102,,,,,,,,
161,03/2006,bad,0,8102,,,,,,,,
161,08/2006,good,7696.9,8102,Road being used. 2 images,,,,,,,
161,06/2009,poor,4051,8102,Possible using field,,,,,,,
161,06/2010,bad,0,8102,,,,,,,,
161,09/2010,good,6481.6,8102,2 images,,,,,,,
161,06/2011,bad,0,8102,,,,,,,,
161,07/2011,good,8102,8102,Road is not being used anymore,,,,,,,
161,09/2011,good,7696.9,8102,Road being used,,,,,,,
161,05/2012,bad,0,8102,,,,,,,,
161,08/2012,poor,5671.4,8102,,,,,,,,
161,08/2012,poor,5671.4,8102,Image looks the same as 8/2012,,,,,,,
161,04/2013,good,7696.9,8102,,,,,,,,
161,06/2013,bad,0,8102,,,,,,,,
161,03/2014,poor,4456.1,8102,,,,,,,,
161,03/2015,poor,4051,8102,,,,,,,,
161,04/2015,good,7291.8,8102,,,,,,,,
161,03/2016,bad,0,8102,,,,,,,,
161,03/2017,good,8102,8102,Road is not being used anymore,,,,,,,
161,05/2017,bad,810.2,8102,,,,,,,,
161,04/2018,bad,0,8102,,,,,,,,
161,09/2018,bad,0,8102,,,,,,,,
161,05/2020,bad,810.2,8102,"Area is disturbed, a plant/ tree was planted",,,,,,,
161,08/2020,bad,810.2,8102,new growth,,,,,,,
161,09/2020,bad,810.2,8102,new growth,,,,,,,
161,04/2022,poor,4051,8102,new growth,,,,,,,
248,07/2004,bad,0,8107,2 images,,,,,,,
248,11/2004,bad,0,8107,2 images,,,,,,,
248,08/2005,bad,0,8107,bright image,,,,,,,
248,12/2005,bad,0,8107,,,,,,,,
248,07/2006,bad,0,8107,,,,,,,,
248,08/2006,bad,0,8107,brigh image. 2 images,,,,,,,
248,02/2007,bad,0,8107,,,,,,,,
248,07/2008,poor,4053.5,8107,Area has been disturbed. 2 images,,,,,,,
248,06/2009,good,7296.3,8107,2 images,,,,,,,
248,09/2009,bad,2432.1,8107,,,,,,,,
248,03/2010,NA,NA,8107,Black and white image,,,,,,,
248,04/2010,good,7296.3,8107,blurry image,,,,,,,
248,06/2010,bad,3242.8,8107,,,,,,,,
248,08/2010,NA,NA,8107,Black and white image,,,,,,,
248,09/2010,bad,2432.1,8107,,,,,,,,
248,11/2010,NA,NA,8107,Black and white image,,,,,,,
248,04/2011,good,8107,8107,,,,,,,,
248,06/2011,bad,2432.1,8107,,,,,,,,
248,07/2011,good,8107,8107,,,,,,,,
248,08/2011,NA,NA,8107,Black and white image,,,,,,,
248,09/2011,NA,NA,8107,Black and white image,,,,,,,
248,05/2012,good,8107,8107,,,,,,,,
248,07/2012,NA,NA,8107,Black and white image,,,,,,,
248,08/2012,good,7944.86,8107,,,,,,,,
248,04/2013,good,8107,8107,,,,,,,,
248,06/2013,poor,6080.25,8107,,,,,,,,
248,03/2014,good,8107,8107,,,,,,,,
248,03/2015,good,7863.79,8107,,,,,,,,
248,03/2016,good,8107,8107,,,,,,,,
248,05/2017,good,7944.86,8107,,,,,,,,
248,09/2018,good,7944.86,8107,,,,,,,,
248,08/2019,good,7944.86,8107,,,,,,,,
248,09/2020,good,8107,8107,,,,,,,,
248,02/2021,NA,NA,8107,color meshed,,,,,,,
248,03/2022,good,8107,8107,,,,,,,,
248,04/2022,good,8107,8107,,,,,,,,
248,05/2023,good,8107,8107,,,,,,,,
103,07/2004,good,5688,7110,golf course area. 2 images. subtracted the road and patch of trees/shrubs,,,,,,,
103,8/2005,good,5688,7110,,,,,,,,
103,12/2005,good,6043.5,7110,blurry image. 2 images,,,,,,,
103,08/2006,poor,3910.5,7110,2 images,,,,,,,
103,11/2007,good,5688,7110,2 images,,,,,,,
103,12/2007,NA,NA,7110,b/w image,,,,,,,
103,02/2008,NA,NA,7110,b/w image,,,,,,,
103,08/2008,good,5688,7110,,,,,,,,
103,01/2009,NA,NA,7110,b/w image,,,,,,,
103,06/2008,good,6754.5,7110,,,,,,,,
103,10/2009,good,6754.5,7110,,,,,,,,
103,11/2009,good,6754.5,7110,same image as previous year (10/2009) ,,,,,,,
103,12/2009,good,7110,7110,,,,,,,,
103,03/2010,good,7110,7110,,,,,,,,
103,07/2010,good,7110,7110,2 images,,,,,,,
103,09/2010,good,7110,7110,,,,,,,,
103,11/2010,good,7110,7110,,,,,,,,
103,07/2011,good,6754.5,7110,,,,,,,,
103,11/2011,good,7110,7110,,,,,,,,
103,02/2012,good,6754.5,7110,,,,,,,,
103,05/2012,good,7110,7110,,,,,,,,
103,06/2012,NA,NA,7110,b/w image,,,,,,,
103,10/2012,poor,5688,7110,,,,,,,,
103,02/2013,good,7110,7110,,,,,,,,
103,04/2013,good,7110,7110,,,,,,,,
103,09/2013,good,7110,7110,,,,,,,,
103,10/2013,good,6399,7110,,,,,,,,
103,02/2015,good,6754.5,7110,,,,,,,,
103,03/2015,good,6754.5,7110,,,,,,,,
103,05/2015,good,6754.5,7110,,,,,,,,
103,06/2015,good,6399,7110,,,,,,,,
103,02/2016,good,6754.5,7110,,,,,,,,
103,03/2016,good,6754.5,7110,,,,,,,,
103,07/2016,good,6399,7110,,,,,,,,
103,05/2017,good,6754.5,7110,,,,,,,,
103,06/2017,good,6399,7110,,,,,,,,
103,10/2017,poor,4266,7110,,,,,,,,
103,02/2018,good,7110,7110,,,,,,,,
103,03/2018,good,7110,7110,,,,,,,,
103,09/2018,poor,3555,7110,,,,,,,,
103,06/2019,poor,3555,7110,,,,,,,,
103,07/2019,poor,3910.5,7110,,,,,,,,
103,10/2019,bad,2133,7110,2 images,,,,,,,
103,11/2019,bad,1422,7110,,,,,,,,
103,09/2020,good,6399,7110,,,,,,,,
103,02/2021,good,7110,7110,,,,,,,,
103,04/2022,good,7110,7110,,,,,,,,
103,04/2023,good,7110,7110,,,,,,,,
235,07/2003,good,8106,8106,blurry image,,,,,,,
235,07/2004,good,8106,8106,,,,,,,,
235,08/2005,bad,810.6,8106,,,,,,,,
235,12/2005,bad,810.6,8106,,,,,,,,
235,08/2006,bad,810.6,8106,2 images,,,,,,,
235,06/2007,bad,0,8106,,,,,,,,
235,02/2008,NA,NA,8106,b/w image,,,,,,,
235,03/2008,NA,NA,8106,b/w image. Same as previous year (2/2008),,,,,,,
235,05/2008,bad,0,8106,,,,,,,,
235,02/2009,NA,NA,8106,bad image,,,,,,,
235,06/2009,good,8106,8106,,,,,,,,
235,08/2009,bad,0,8106,might be a b/w image,,,,,,,
235,09/2009,good,8106,8106,,,,,,,,
235,10/2009,poor,4863.6,8106,,,,,,,,
235,04/2010,good,8106,8106,"3 different images, could be labeled as wrong years",,,,,,,
235,4/2010,good,8106,8106,,,,,,,,
235,4/1/2010C,bad,0,8106,,,,,,,,
235,07/2010,NA,NA,8106,b/w image,,,,,,,
235,09/2010,good,7295.4,8106,"cloud coverage, 2 images",,,,,,,
235,04/2011,good,8106,8106,,,,,,,,
235,05/2011,bad,810.6,8106,,,,,,,,
235,06/2011,bad,0,8106,,,,,,,,
235,07/2011,bad,0,8106,,,,,,,,
235,09/2011,bad,1621.2,8106,,,,,,,,
235,10/2011,bad,2431.8,8106,2 images,,,,,,,
235,05/2012,bad,2837.1,8106,,,,,,,,
235,06/2012,NA,NA,8106,b/w image,,,,,,,
235,08/2012,good,6484.8,8106,,,,,,,,
235,09/2012,good,8106,8106,,,,,,,,
235,01/2013,good,7295.4,8106,,,,,,,,
235,04/2013,poor,3242.4,8106,,,,,,,,
235,06/2013,bad,810.6,8106,,,,,,,,
235,08/2013,poor,3242.4,8106,,,,,,,,
235,02/2014,NA,NA,8106,b/w image,,,,,,,
235,04/2014,bad,810.6,8106,,,,,,,,
235,04/2015,poor,5674.2,8106,,,,,,,,
235,07/2015,poor,3242.4,8106,,,,,,,,
235,07/2016,poor,3647.7,8106,,,,,,,,
235,10/2016,poor,4053,8106,,,,,,,,
235,02/2018,poor,6079.5,8106,,,,,,,,
235,08/2018,good,7295.4,8106,,,,,,,,
235,06/2020,good,7295.4,8106,,,,,,,,
235,10/2020,good,8106,8106,,,,,,,,
235,06/2021,poor,6079.5,8106,,,,,,,,
235,10/2022,bad,0,8106,,,,,,,,
195,12/2003,poor,3241.2,8103,,,,,,,,
195,07/2004,poor,4051.5,8103,,,,,,,,
195,08/2005,poor,4051.5,8103,House near the area of interest,,,,,,,
195,12/2005,poor,4051.5,8103,looks the same as previous year (8/2005),,,,,,,
195,06/2007,poor,5672.1,8103,Area is distubred by new infrastructure,,,,,,,
195,06/2009,poor,2835.6,7089,"Area changed, some trees and green area",,,,,,,
195,10/2009,poor,2835.6,7089,,,,,,,,
195,04/2010,good,7089,7089,,,,,,,,
195,07/2010,NA,NA,7089,b/w image,,,,,,,
195,09/2010,bad,1417.8,7089,2 images,,,,,,,
195,06/2011,bad,2835.6,7089,,,,,,,,
195,10/2011,bad,3190.05,7089,,,,,,,,
195,04/2013,poor,3544.5,7089,,,,,,,,
195,08/2013,bad,1417.8,7089,,,,,,,,
195,02/2014,NA,NA,7089,b/w image,,,,,,,
195,04/2014,poor,2835.6,7089,,,,,,,,
195,04/2015,poor,2835.6,7089,,,,,,,,
195,10/2016,poor,2835.6,7089,,,,,,,,
195,08/2017,bad,1417.8,7089,,,,,,,,
195,02/2018,bad,708.9,7089,,,,,,,,
195,08/2018,bad,1063.35,7089,,,,,,,,
195,09/2019,bad,708.9,7089,,,,,,,,
195,11/2019,bad,708.9,7089,,,,,,,,
195,06/2020,poor,2835.6,7089,,,,,,,,
195,10/2020,poor,2835.6,7089,,,,,,,,
195,05/2021,poor,3544.5,7089,,,,,,,,
195,06/2021,poor,3544.5,7089,,,,,,,,
195,01/2022,bad,708.9,7089,,,,,,,,
195,02/2022,bad,708.9,7089,,,,,,,,
226,07/2003,bad,0,8100,blurry/ pixelated,,,,,,,
226,07/2004,bad,810,8100,,,,,,,,
226,08/2005,bad,810,8100,"blurry/ pixelated, some road forms in between station",,,,,,,
226,12/2005,bad,810,8100,same image as previous year (8/2005),,,,,,,
226,08/2006,bad,2430,8100,blurry/ pixelated. 3 images,,,,,,,
226,02/2008,NA,NA,8100,B/W,,,,,,,
226,03/2008,NA,NA,8100,B/W,,,,,,,
226,05/2008,NA,NA,8100,B/W. 2 images,,,,,,,
226,06/2009,bad,1620,8100,blurry,,,,,,,
226,08/2009,bad,0,8100,B/W. 2 images,,,,,,,
226,09/2009,bad,0,8100,,,,,,,,
226,02/2010,bad,0,8100,,,,,,,,
226,03/2010,NA,NA,8100,B/W,,,,,,,
226,05/2010,bad,0,8100,,,,,,,,
226,08/2010,NA,NA,8100,B/W,,,,,,,
226,09/2010,bad,0,8100,blurry. 2 images,,,,,,,
226,11/2010,NA,NA,8100,B/W,,,,,,,
226,03/2011,NA,NA,8100,B/W,,,,,,,
226,05/2011,NA,NA,8100,B/W,,,,,,,
226,07/2011,bad,2430,8100,"previous road is covered in vegetation, new road added",,,,,,,
226,08/2011,bad,3240,8100,blurry,,,,,,,
226,10/2011,bad,2430,8100,"greenhouse, solar panels added on the bottom left corner",,,,,,,
226,01/2012,NA,NA,7458,B/W. Subtracted new road added,,,,,,,
226,05/2012,poor,2983.2,7458,,,,,,,,
226,06/2012,NA,NA,7458,B/W,,,,,,,
226,08/2012,bad,2237.4,7458,,,,,,,,
226,09/2012,bad,2983.2,7458,,,,,,,,
226,01/2013,bad,2237.4,7458,,,,,,,,
226,04/2013,poor,4474.8,7458,,,,,,,,
226,06/2013,poor,3729,7458,,,,,,,,
226,05/2014,bad,2983.2,7458,,,,,,,,
226,04/2015,bad,2237.4,7458,,,,,,,,
226,03/2016,bad,2983.2,7458,,,,,,,,
226,08/2016,bad,1491.6,7458,,,,,,,,
226,05/2017,poor,2983.2,7458,,,,,,,,
226,02/2018,bad,745.8,7458,,,,,,,,
226,05/2018,bad,2237.4,7458,blurry,,,,,,,
226,07/2018,bad,2237.4,7458,blurry,,,,,,,
226,09/2018,bad,2237.4,7458,,,,,,,,
226,10/2020,bad,1491.6,7458,,,,,,,,
226,01/2022,bad,745.8,7458,,,,,,,,
226,06/2022,bad,2983.2,7458,,,,,,,,
226,05/2023,bad,1118.7,7458,,,,,,,,
13,07/2004,NA,NA,8098,blurry/pixelated,,,,,,,
13,08/2005,NA,NA,8098,blurry/pixelated,,,,,,,
13,12/2005,bad,809.8,8098,blurry/pixelated,,,,,,,
13,08/2006,bad,0,8098,blurry/pixelated. 2 images,,,,,,,
13,06/2007,bad,0,8098,,,,,,,,
13,06/2009,bad,0,8098,blurry/pixelated,,,,,,,
13,10/2009,bad,809.8,8098,,,,,,,,
13,09/2010,bad,809.8,8098,,,,,,,,
13,06/2012,bad,0,8098,area on top and right of site is being disturbed by infrastructure,,,,,,,
13,08/2012,bad,809.8,8098,,,,,,,,
13,05/2014,bad,1214.7,8098,,,,,,,,
13,07/2014,NA,NA,8098,B/W,,,,,,,
13,06/2017,bad,0,8098,,,,,,,,
13,06/2018,bad,0,8098,,,,,,,,
13,11/2019,bad,0,8098,,,,,,,,
13,6/2021,bad,0,8098,,,,,,,,
246,08/2005,bad,405.45,8109,,,,,,,,
246,12/2005,bad,405.45,8109,,,,,,,,
246,08/2006,good,8109,8109,,,,,,,,
246,06/2009,good,6487.2,8109,,,,,,,,
246,07/2010,good,8109,8109,,,,,,,,
246,09/2010,good,8109,8109,,,,,,,,
246,6/2011,poor,4865.4,8109,,,,,,,,
246,06/2012,bad,0,8109,,,,,,,,
246,07/2012,bad,0,8109,same image as (6/2012),,,,,,,
246,08/2012,2,0,8109,,,,,,,,
246,06/2013,bad,0,8109,,,,,,,,
246,04/2014,bad,0,8109,3 cars enter site,,,,,,,
246,04/2015,bad,0,8109,car marks remain,,,,,,,
246,01/2016,bad,0,8109,snow is present!,,,,,,,
246,06/2016,bad,810.9,8109,car marks present,,,,,,,
246,07/2016,bad,810.9,8109,,,,,,,,
246,08/2017,bad,1216.35,8109,,,,,,,,
246,06/2018,poor,4865.4,8109,,,,,,,,
246,11/2018,bad,810.9,8109,,,,,,,,
246,08/2019,bad,2432.7,8109,,,,,,,,
246,07/2020,bad,2432.7,8109,blurry image,,,,,,,
246,10/2020,poor,6487.2,8109,,,,,,,,
131,07/2003,NA,NA,6877,blurry/pixelated,,,,,,,
131,08/2003,good,5501.6,6877,,,,,,,,
131,09/2003,good,5501.6,6877,,,,,,,,
131,11/2003,good,5501.6,6877,2 images,,,,,,,
131,07/2004,NA,NA,6877,blurry/pixelated,,,,,,,
131,08/2005,poor,3438.5,6877,,,,,,,,
131,12/2005,bad,2750.8,6877,,,,,,,,
131,08/2006,NA,NA,6877,blurry/pixelated. 2 images,,,,,,,
131,09/2006,good,5501.6,6877,hard to see vegetation,,,,,,,
131,06/2007,good,6189.3,6877,,,,,,,,
131,02/2008,bad,0,6877,B/W,,,,,,,
131,05/2009,good,6877,6877,,,,,,,,
131,06/2009,poor,4126.2,6877,,,,,,,,
131,10/2009,good,6877,6877,,,,,,,,
131,04/2010,good,6877,6877,2 images,,,,,,,
131,07/2010,NA,NA,6877,B/W,,,,,,,
131,09/2010,poor,4126.2,6877,2 images,,,,,,,
131,03/2011,NA,NA,6877,B/W,,,,,,,
131,06/2011,good,6877,6877,,,,,,,,
131,10/2011,good,5501.6,6877,,,,,,,,
131,05/2012,good,6533.15,6877,,,,,,,,
131,08/2012,poor,2750.8,6877,,,,,,,,
